LogId,BlockId,Timestamp,Level,Server,Component,PID,Message,FullLog,RootCause,Label
LOG0000141,blk_650657017,2024-01-01 00:11:42,ERROR,web-01,java-app,47273,Connection timeout to 192.168.1.1,2024-01-01 00:11:42 ERROR [web-01] java-app[47273]: Connection timeout to 192.168.1.1,Network Issue,1
LOG0000142,blk_119408425,2024-01-01 00:11:46,ERROR,server-02,cron,5625,Kernel OOM killer activated,2024-01-01 00:11:46 ERROR [server-02] cron[5625]: Kernel OOM killer activated,Memory Overflow,1
LOG0000143,blk_420692659,2024-01-01 00:11:53,WARN,cache-01,network-manager,49453,Memory usage normal 45 percent,2024-01-01 00:11:53 WARN [cache-01] network-manager[49453]: Memory usage normal 45 percent,Normal,0
LOG0000144,blk_561450855,2024-01-01 00:11:55,DEBUG,db-primary,java-app,16496,Memory usage normal 45 percent,2024-01-01 00:11:55 DEBUG [db-primary] java-app[16496]: Memory usage normal 45 percent,Normal,0
LOG0000145,blk_200188949,2024-01-01 00:12:00,INFO,db-replica,cron,55665,User login successful,2024-01-01 00:12:00 INFO [db-replica] cron[55665]: User login successful,Normal,0
LOG0000146,blk_748461556,2024-01-01 00:12:06,INFO,db-primary,mysqld,36746,Memory usage normal 45 percent,2024-01-01 00:12:06 INFO [db-primary] mysqld[36746]: Memory usage normal 45 percent,Normal,0
LOG0000147,blk_614652305,2024-01-01 00:12:14,ERROR,db-replica,mysqld,40770,OutOfMemoryError Java heap space,2024-01-01 00:12:14 ERROR [db-replica] mysqld[40770]: OutOfMemoryError Java heap space,Memory Overflow,1
LOG0000148,blk_856601790,2024-01-01 00:12:16,WARN,cache-01,cron,56856,Health check OK all services running,2024-01-01 00:12:16 WARN [cache-01] cron[56856]: Health check OK all services running,Normal,0
LOG0000149,blk_199405893,2024-01-01 00:12:20,INFO,web-02,mysqld,34671,Backup completed successfully,2024-01-01 00:12:20 INFO [web-02] mysqld[34671]: Backup completed successfully,Normal,0
LOG0000150,blk_912822529,2024-01-01 00:12:25,ERROR,server-02,java-app,29375,Disk timeout after 30 seconds,2024-01-01 00:12:25 ERROR [server-02] java-app[29375]: Disk timeout after 30 seconds,Disk Failure,1
LOG0000151,blk_728618100,2024-01-01 00:12:31,WARN,server-02,systemd,42879,Config reload successful,2024-01-01 00:12:31 WARN [server-02] systemd[42879]: Config reload successful,Normal,0
LOG0000152,blk_252246766,2024-01-01 00:12:38,WARN,db-replica,sshd,30645,User login successful,2024-01-01 00:12:38 WARN [db-replica] sshd[30645]: User login successful,Normal,0
LOG0000153,blk_235636920,2024-01-01 00:12:42,INFO,db-replica,cron,50411,API request processed 200 OK,2024-01-01 00:12:42 INFO [db-replica] cron[50411]: API request processed 200 OK,Normal,0
LOG0000154,blk_192777225,2024-01-01 00:12:49,INFO,db-replica,mysqld,58163,API request processed 200 OK,2024-01-01 00:12:49 INFO [db-replica] mysqld[58163]: API request processed 200 OK,Normal,0
LOG0000155,blk_287818753,2024-01-01 00:12:50,ERROR,web-02,kernel,42539,Process killed memory limit reached,2024-01-01 00:12:50 ERROR [web-02] kernel[42539]: Process killed memory limit reached,Memory Overflow,1
LOG0000156,blk_521644787,2024-01-01 00:12:58,INFO,web-01,nginx,54729,User login successful,2024-01-01 00:12:58 INFO [web-01] nginx[54729]: User login successful,Normal,0
LOG0000157,blk_675440814,2024-01-01 00:13:01,INFO,db-primary,systemd,48892,Memory usage normal 45 percent,2024-01-01 00:13:01 INFO [db-primary] systemd[48892]: Memory usage normal 45 percent,Normal,0
LOG0000158,blk_719722709,2024-01-01 00:13:05,INFO,db-primary,cron,23018,User login successful,2024-01-01 00:13:05 INFO [db-primary] cron[23018]: User login successful,Normal,0
LOG0000159,blk_592387425,2024-01-01 00:13:12,INFO,cache-01,cron,24488,Health check OK all services running,2024-01-01 00:13:12 INFO [cache-01] cron[24488]: Health check OK all services running,Normal,0
LOG0000160,blk_409276605,2024-01-01 00:13:18,INFO,server-02,kernel,36198,API request processed 200 OK,2024-01-01 00:13:18 INFO [server-02] kernel[36198]: API request processed 200 OK,Normal,0
LOG0000161,blk_482713918,2024-01-01 00:13:20,ERROR,server-02,cron,44667,Network interface eth1 link down,2024-01-01 00:13:20 ERROR [server-02] cron[44667]: Network interface eth1 link down,Network Issue,1
LOG0000162,blk_188459111,2024-01-01 00:13:25,WARN,server-01,systemd,41886,Config reload successful,2024-01-01 00:13:25 WARN [server-01] systemd[41886]: Config reload successful,Normal,0
LOG0000163,blk_203912163,2024-01-01 00:13:34,DEBUG,web-01,mysqld,43454,Config reload successful,2024-01-01 00:13:34 DEBUG [web-01] mysqld[43454]: Config reload successful,Normal,0
LOG0000164,blk_854646818,2024-01-01 00:13:37,INFO,db-primary,network-manager,42153,Config reload successful,2024-01-01 00:13:37 INFO [db-primary] network-manager[42153]: Config reload successful,Normal,0
LOG0000165,blk_348446583,2024-01-01 00:13:42,INFO,web-02,cron,14820,Memory usage normal 45 percent,2024-01-01 00:13:42 INFO [web-02] cron[14820]: Memory usage normal 45 percent,Normal,0
LOG0000166,blk_525411176,2024-01-01 00:13:47,INFO,db-primary,cron,13761,Database query executed in 12ms,2024-01-01 00:13:47 INFO [db-primary] cron[13761]: Database query executed in 12ms,Normal,0
LOG0000167,blk_390587522,2024-01-01 00:13:54,INFO,cache-01,nginx,64289,User login successful,2024-01-01 00:13:54 INFO [cache-01] nginx[64289]: User login successful,Normal,0
LOG0000168,blk_323726303,2024-01-01 00:13:55,INFO,db-primary,cron,33578,Network throughput normal,2024-01-01 00:13:55 INFO [db-primary] cron[33578]: Network throughput normal,Normal,0
LOG0000169,blk_523818394,2024-01-01 00:14:04,INFO,server-02,sshd,14209,Cache refresh completed,2024-01-01 00:14:04 INFO [server-02] sshd[14209]: Cache refresh completed,Normal,0
LOG0000170,blk_309426422,2024-01-01 00:14:05,INFO,web-01,sshd,22026,Scheduled job completed,2024-01-01 00:14:05 INFO [web-01] sshd[22026]: Scheduled job completed,Normal,0
LOG0000171,blk_469532075,2024-01-01 00:14:12,INFO,web-02,nginx,3192,Scheduled job completed,2024-01-01 00:14:12 INFO [web-02] nginx[3192]: Scheduled job completed,Normal,0
LOG0000172,blk_615051640,2024-01-01 00:14:19,INFO,db-primary,java-app,2455,Memory usage normal 45 percent,2024-01-01 00:14:19 INFO [db-primary] java-app[2455]: Memory usage normal 45 percent,Normal,0
LOG0000173,blk_934876590,2024-01-01 00:14:20,DEBUG,db-primary,nginx,7440,Backup completed successfully,2024-01-01 00:14:20 DEBUG [db-primary] nginx[7440]: Backup completed successfully,Normal,0
LOG0000174,blk_958860282,2024-01-01 00:14:26,INFO,db-primary,network-manager,49883,Config reload successful,2024-01-01 00:14:26 INFO [db-primary] network-manager[49883]: Config reload successful,Normal,0
LOG0000175,blk_662475145,2024-01-01 00:14:32,INFO,cache-01,mysqld,8097,API request processed 200 OK,2024-01-01 00:14:32 INFO [cache-01] mysqld[8097]: API request processed 200 OK,Normal,0
LOG0000176,blk_896589426,2024-01-01 00:14:37,DEBUG,server-02,systemd,30191,Memory usage normal 45 percent,2024-01-01 00:14:37 DEBUG [server-02] systemd[30191]: Memory usage normal 45 percent,Normal,0
LOG0000177,blk_329054588,2024-01-01 00:14:41,INFO,app-server,mysqld,33024,Memory usage normal 45 percent,2024-01-01 00:14:41 INFO [app-server] mysqld[33024]: Memory usage normal 45 percent,Normal,0
LOG0000178,blk_649940616,2024-01-01 00:14:48,WARN,server-02,kernel,8524,Network throughput normal,2024-01-01 00:14:48 WARN [server-02] kernel[8524]: Network throughput normal,Normal,0
LOG0000179,blk_654919105,2024-01-01 00:14:51,INFO,db-primary,mysqld,17577,Database query executed in 12ms,2024-01-01 00:14:51 INFO [db-primary] mysqld[17577]: Database query executed in 12ms,Normal,0
LOG0000180,blk_113488771,2024-01-01 00:14:57,ERROR,cache-01,systemd,16023,Process killed memory limit reached,2024-01-01 00:14:57 ERROR [cache-01] systemd[16023]: Process killed memory limit reached,Memory Overflow,1
LOG0000181,blk_773018161,2024-01-01 00:15:00,WARN,server-01,java-app,38364,Network throughput normal,2024-01-01 00:15:00 WARN [server-01] java-app[38364]: Network throughput normal,Normal,0
LOG0000182,blk_584320305,2024-01-01 00:15:06,DEBUG,db-primary,systemd,51815,Database query executed in 12ms,2024-01-01 00:15:06 DEBUG [db-primary] systemd[51815]: Database query executed in 12ms,Normal,0
LOG0000183,blk_378414257,2024-01-01 00:15:14,INFO,db-replica,nginx,48572,Database query executed in 12ms,2024-01-01 00:15:14 INFO [db-replica] nginx[48572]: Database query executed in 12ms,Normal,0
LOG0000184,blk_231470875,2024-01-01 00:15:17,INFO,db-primary,java-app,21181,Scheduled job completed,2024-01-01 00:15:17 INFO [db-primary] java-app[21181]: Scheduled job completed,Normal,0
LOG0000185,blk_301900340,2024-01-01 00:15:23,ERROR,server-01,network-manager,3046,Kernel OOM killer activated,2024-01-01 00:15:23 ERROR [server-01] network-manager[3046]: Kernel OOM killer activated,Memory Overflow,1
LOG0000186,blk_170564132,2024-01-01 00:15:28,INFO,db-replica,network-manager,60366,Cache refresh completed,2024-01-01 00:15:28 INFO [db-replica] network-manager[60366]: Cache refresh completed,Normal,0
LOG0000187,blk_736870357,2024-01-01 00:15:32,WARN,db-replica,java-app,50847,Health check OK all services running,2024-01-01 00:15:32 WARN [db-replica] java-app[50847]: Health check OK all services running,Normal,0
LOG0000188,blk_144773731,2024-01-01 00:15:35,ERROR,web-01,mysqld,41795,Thread pool exhausted all workers busy,2024-01-01 00:15:35 ERROR [web-01] mysqld[41795]: Thread pool exhausted all workers busy,Application Crash,1
LOG0000189,blk_818361645,2024-01-01 00:15:42,ERROR,web-02,mysqld,36230,Port scan detected from remote host,2024-01-01 00:15:42 ERROR [web-02] mysqld[36230]: Port scan detected from remote host,Security Attack,1
LOG0000190,blk_310825731,2024-01-01 00:15:47,DEBUG,app-server,kernel,35207,User login successful,2024-01-01 00:15:47 DEBUG [app-server] kernel[35207]: User login successful,Normal,0
LOG0000191,blk_466989355,2024-01-01 00:15:51,WARN,db-replica,sshd,65458,User login successful,2024-01-01 00:15:51 WARN [db-replica] sshd[65458]: User login successful,Normal,0
LOG0000192,blk_466862036,2024-01-01 00:15:55,INFO,db-primary,kernel,2934,Database query executed in 12ms,2024-01-01 00:15:55 INFO [db-primary] kernel[2934]: Database query executed in 12ms,Normal,0
LOG0000193,blk_687960349,2024-01-01 00:16:02,INFO,web-02,nginx,27863,Backup completed successfully,2024-01-01 00:16:02 INFO [web-02] nginx[27863]: Backup completed successfully,Normal,0
LOG0000194,blk_791633794,2024-01-01 00:16:08,WARN,app-server,kernel,33892,Backup completed successfully,2024-01-01 00:16:08 WARN [app-server] kernel[33892]: Backup completed successfully,Normal,0
LOG0000195,blk_778844829,2024-01-01 00:16:12,ERROR,cache-01,nginx,32028,SMART error disk health critical,2024-01-01 00:16:12 ERROR [cache-01] nginx[32028]: SMART error disk health critical,Disk Failure,1
LOG0000196,blk_972751066,2024-01-01 00:16:16,INFO,app-server,systemd,58610,Network throughput normal,2024-01-01 00:16:16 INFO [app-server] systemd[58610]: Network throughput normal,Normal,0
LOG0000197,blk_196566636,2024-01-01 00:16:23,INFO,db-primary,network-manager,33303,Database query executed in 12ms,2024-01-01 00:16:23 INFO [db-primary] network-manager[33303]: Database query executed in 12ms,Normal,0
LOG0000198,blk_876575180,2024-01-01 00:16:26,INFO,web-02,mysqld,36584,Config reload successful,2024-01-01 00:16:26 INFO [web-02] mysqld[36584]: Config reload successful,Normal,0
LOG0000199,blk_722445696,2024-01-01 00:16:32,INFO,db-primary,nginx,56968,User login successful,2024-01-01 00:16:32 INFO [db-primary] nginx[56968]: User login successful,Normal,0
LOG0000200,blk_504312453,2024-01-01 00:16:35,INFO,cache-01,nginx,30280,Health check OK all services running,2024-01-01 00:16:35 INFO [cache-01] nginx[30280]: Health check OK all services running,Normal,0
LOG0000201,blk_380696666,2024-01-01 00:16:40,INFO,server-01,mysqld,28578,API request processed 200 OK,2024-01-01 00:16:40 INFO [server-01] mysqld[28578]: API request processed 200 OK,Normal,0
LOG0000202,blk_129549184,2024-01-01 00:16:48,DEBUG,server-01,systemd,62619,API request processed 200 OK,2024-01-01 00:16:48 DEBUG [server-01] systemd[62619]: API request processed 200 OK,Normal,0
LOG0000203,blk_488852529,2024-01-01 00:16:53,INFO,server-02,network-manager,30701,Database query executed in 12ms,2024-01-01 00:16:53 INFO [server-02] network-manager[30701]: Database query executed in 12ms,Normal,0
LOG0000204,blk_574867297,2024-01-01 00:16:58,ERROR,web-01,kernel,63214,Disk timeout after 30 seconds,2024-01-01 00:16:58 ERROR [web-01] kernel[63214]: Disk timeout after 30 seconds,Disk Failure,1
LOG0000205,blk_328491088,2024-01-01 00:17:00,INFO,server-01,systemd,11277,Backup completed successfully,2024-01-01 00:17:00 INFO [server-01] systemd[11277]: Backup completed successfully,Normal,0
LOG0000206,blk_741654631,2024-01-01 00:17:06,WARN,server-02,cron,41056,Network throughput normal,2024-01-01 00:17:06 WARN [server-02] cron[41056]: Network throughput normal,Normal,0
LOG0000207,blk_255953381,2024-01-01 00:17:14,DEBUG,server-02,network-manager,42812,Backup completed successfully,2024-01-01 00:17:14 DEBUG [server-02] network-manager[42812]: Backup completed successfully,Normal,0
LOG0000208,blk_517556209,2024-01-01 00:17:17,WARN,web-01,kernel,41348,API request processed 200 OK,2024-01-01 00:17:17 WARN [web-01] kernel[41348]: API request processed 200 OK,Normal,0
LOG0000209,blk_636349615,2024-01-01 00:17:24,INFO,db-primary,java-app,5960,Config reload successful,2024-01-01 00:17:24 INFO [db-primary] java-app[5960]: Config reload successful,Normal,0
LOG0000210,blk_398619504,2024-01-01 00:17:25,ERROR,db-replica,nginx,2579,Packet loss 40 percent on eth0,2024-01-01 00:17:25 ERROR [db-replica] nginx[2579]: Packet loss 40 percent on eth0,Network Issue,1
LOG0000211,blk_334140485,2024-01-01 00:17:34,INFO,db-primary,cron,39224,User login successful,2024-01-01 00:17:34 INFO [db-primary] cron[39224]: User login successful,Normal,0
LOG0000212,blk_255201982,2024-01-01 00:17:37,INFO,server-01,nginx,39445,Health check OK all services running,2024-01-01 00:17:37 INFO [server-01] nginx[39445]: Health check OK all services running,Normal,0
LOG0000213,blk_979606393,2024-01-01 00:17:42,ERROR,app-server,network-manager,23167,Thread pool exhausted all workers busy,2024-01-01 00:17:42 ERROR [app-server] network-manager[23167]: Thread pool exhausted all workers busy,Application Crash,1
LOG0000214,blk_156027439,2024-01-01 00:17:45,INFO,db-replica,systemd,25131,Scheduled job completed,2024-01-01 00:17:45 INFO [db-replica] systemd[25131]: Scheduled job completed,Normal,0
LOG0000215,blk_254732685,2024-01-01 00:17:54,INFO,server-01,sshd,52110,Network throughput normal,2024-01-01 00:17:54 INFO [server-01] sshd[52110]: Network throughput normal,Normal,0
LOG0000216,blk_372170019,2024-01-01 00:17:55,INFO,cache-01,sshd,41855,Config reload successful,2024-01-01 00:17:55 INFO [cache-01] sshd[41855]: Config reload successful,Normal,0
LOG0000217,blk_422997677,2024-01-01 00:18:03,ERROR,server-01,cron,45786,Packet loss 40 percent on eth0,2024-01-01 00:18:03 ERROR [server-01] cron[45786]: Packet loss 40 percent on eth0,Network Issue,1
LOG0000218,blk_259143181,2024-01-01 00:18:07,INFO,server-02,kernel,58730,Health check OK all services running,2024-01-01 00:18:07 INFO [server-02] kernel[58730]: Health check OK all services running,Normal,0
LOG0000219,blk_456361245,2024-01-01 00:18:14,INFO,db-primary,nginx,25119,User login successful,2024-01-01 00:18:14 INFO [db-primary] nginx[25119]: User login successful,Normal,0
LOG0000220,blk_226144259,2024-01-01 00:18:15,ERROR,db-primary,java-app,63052,Kernel OOM killer activated,2024-01-01 00:18:15 ERROR [db-primary] java-app[63052]: Kernel OOM killer activated,Memory Overflow,1
LOG0000221,blk_388417285,2024-01-01 00:18:24,WARN,cache-01,nginx,58856,Backup completed successfully,2024-01-01 00:18:24 WARN [cache-01] nginx[58856]: Backup completed successfully,Normal,0
LOG0000222,blk_366190814,2024-01-01 00:18:25,INFO,server-01,cron,27289,API request processed 200 OK,2024-01-01 00:18:25 INFO [server-01] cron[27289]: API request processed 200 OK,Normal,0
LOG0000223,blk_196378983,2024-01-01 00:18:32,INFO,db-replica,systemd,28778,Scheduled job completed,2024-01-01 00:18:32 INFO [db-replica] systemd[28778]: Scheduled job completed,Normal,0
LOG0000224,blk_929885833,2024-01-01 00:18:39,INFO,server-02,kernel,23572,Cache refresh completed,2024-01-01 00:18:39 INFO [server-02] kernel[23572]: Cache refresh completed,Normal,0
LOG0000225,blk_997208559,2024-01-01 00:18:42,WARN,db-replica,nginx,20318,Database query executed in 12ms,2024-01-01 00:18:42 WARN [db-replica] nginx[20318]: Database query executed in 12ms,Normal,0
LOG0000226,blk_870668401,2024-01-01 00:18:49,INFO,web-01,sshd,52206,User login successful,2024-01-01 00:18:49 INFO [web-01] sshd[52206]: User login successful,Normal,0
LOG0000227,blk_216273809,2024-01-01 00:18:52,DEBUG,web-02,kernel,36017,Backup completed successfully,2024-01-01 00:18:52 DEBUG [web-02] kernel[36017]: Backup completed successfully,Normal,0
LOG0000228,blk_987531851,2024-01-01 00:18:55,ERROR,web-01,nginx,9409,Swap usage at 100 percent,2024-01-01 00:18:55 ERROR [web-01] nginx[9409]: Swap usage at 100 percent,Memory Overflow,1
LOG0000229,blk_611240005,2024-01-01 00:19:04,INFO,web-02,sshd,13422,API request processed 200 OK,2024-01-01 00:19:04 INFO [web-02] sshd[13422]: API request processed 200 OK,Normal,0
LOG0000230,blk_407044553,2024-01-01 00:19:05,DEBUG,db-replica,mysqld,45256,Cache refresh completed,2024-01-01 00:19:05 DEBUG [db-replica] mysqld[45256]: Cache refresh completed,Normal,0
LOG0000231,blk_624351094,2024-01-01 00:19:10,INFO,server-01,mysqld,43263,Database query executed in 12ms,2024-01-01 00:19:10 INFO [server-01] mysqld[43263]: Database query executed in 12ms,Normal,0
